761	50	40	0.5
1	39	1
17	39	1
26	39	1
18	39	1
3	40	0
1	40	1
17	40	0
26	40	1
18	40	1
3	41	0
1	41	1
17	41	1
26	41	0
18	41	1
3	42	1
1	42	0
17	42	1
26	42	0
18	42	1
3	43	0
1	43	1
17	43	0
26	43	1
18	43	1
3	44	0
1	44	0
17	44	1
26	44	0
18	44	1
3	45	0
1	45	0
17	45	0
26	45	0
18	45	0
3	46	1
1	46	1
17	46	0
26	46	0
18	46	1
3	47	0
1	47	0
17	47	0
26	47	0
18	47	1
3	48	1
1	48	1
17	48	1
26	48	1
18	48	1
3	49	0
1	49	1
17	49	1
26	49	1
18	49	0
0	1	1
0	32	1
0	30	0
0	47	0
0	14	1
0	45	0
0	40	0
0	27	0
0	36	1
0	28	1
2	40	1
2	35	1
2	21	1
2	18	1
2	26	1
2	27	1
2	2	0
2	49	1
2	33	1
2	34	0
4	35	1
4	4	0
4	1	0
4	13	0
4	41	1
4	23	1
4	11	0
4	20	1
4	34	1
4	32	1
5	18	1
5	37	0
5	10	1
5	43	0
5	40	0
5	4	1
5	9	0
5	13	1
5	34	1
5	8	1
6	45	1
6	2	0
6	42	0
6	6	0
6	30	1
6	44	0
6	7	1
6	43	1
6	11	0
6	20	1
7	31	0
7	13	0
7	34	0
7	9	0
7	33	0
7	30	1
7	6	0
7	36	1
7	20	1
7	35	1
8	12	1
8	36	0
8	0	0
8	48	1
8	43	0
8	28	1
8	7	1
8	24	0
8	11	1
8	9	1
9	14	0
9	16	1
9	2	1
9	29	1
9	27	1
9	33	1
9	3	1
9	17	1
9	7	1
9	28	1
10	29	1
10	27	0
10	30	0
10	43	1
10	13	1
10	12	0
10	45	0
10	11	1
10	3	1
10	47	1
11	35	0
11	31	1
11	5	1
11	37	0
11	34	0
11	10	1
11	11	1
11	22	0
11	21	0
11	46	0
12	36	1
12	20	1
12	16	0
12	41	1
12	18	0
12	38	0
12	40	1
12	3	0
12	1	1
12	12	0
13	38	1
13	30	0
13	24	1
13	33	0
13	47	0
13	45	1
13	39	0
13	13	0
13	16	0
13	43	1
14	10	0
14	40	1
14	38	1
14	14	0
14	28	1
14	0	0
14	7	1
14	9	1
14	22	0
14	25	0
15	6	0
15	21	1
15	44	1
15	8	0
15	14	0
15	13	0
15	18	1
15	33	0
15	16	1
15	7	0
16	40	0
16	7	1
16	2	0
16	21	0
16	39	0
16	29	1
16	1	1
16	23	1
16	4	1
16	33	1
19	7	0
19	45	1
19	46	0
19	33	0
19	9	0
19	14	1
19	6	0
19	12	0
19	4	0
19	48	1
20	21	0
20	38	1
20	8	1
20	35	0
20	30	0
20	3	0
20	34	0
20	24	0
20	42	0
20	20	0
21	28	1
21	14	0
21	39	1
21	21	0
21	20	1
21	12	1
21	3	0
21	5	1
21	34	0
21	24	0
22	45	1
22	36	1
22	14	0
22	28	0
22	41	1
22	20	0
22	27	1
22	32	0
22	30	0
22	48	1
23	7	0
23	25	1
23	33	1
23	13	1
23	42	1
23	21	0
23	31	0
23	0	1
23	44	0
23	36	0
24	33	0
24	40	1
24	38	1
24	15	1
24	32	1
24	20	0
24	45	1
24	24	1
24	22	1
24	26	1
25	34	1
25	15	0
25	47	1
25	16	0
25	18	0
25	33	0
25	31	1
25	4	0
25	17	1
25	35	0
27	43	1
27	47	1
27	31	0
27	44	1
27	16	1
27	34	0
27	26	1
27	33	1
27	46	0
27	39	0
28	30	0
28	13	0
28	38	1
28	17	1
28	48	1
28	33	1
28	11	1
28	32	1
28	35	0
28	41	0
29	12	0
29	25	0
29	10	0
29	37	1
29	4	0
29	46	1
29	49	1
29	38	0
29	17	0
29	8	1
30	22	1
30	35	0
30	20	1
30	40	0
30	41	1
30	29	1
30	49	1
30	32	1
30	3	0
30	37	1
31	41	0
31	0	0
31	34	0
31	32	1
31	17	1
31	15	1
31	40	0
31	23	0
31	28	0
31	11	1
32	37	0
32	35	0
32	49	1
32	14	1
32	43	1
32	31	0
32	0	0
32	33	1
32	12	0
32	38	1
33	28	0
33	45	1
33	30	1
33	41	0
33	27	1
33	15	0
33	42	1
33	38	0
33	49	0
33	33	0
34	11	1
34	26	1
34	14	1
34	12	1
34	31	0
34	17	0
34	20	0
34	8	0
34	21	1
34	36	1
35	38	0
35	2	1
35	17	1
35	6	1
35	27	0
35	30	1
35	33	0
35	42	1
35	19	0
35	40	0
36	39	1
36	7	1
36	42	0
36	21	1
36	27	1
36	30	0
36	8	0
36	26	0
36	32	0
36	29	0
37	10	0
37	14	0
37	2	0
37	6	0
37	19	0
37	5	0
37	11	0
37	40	1
37	39	1
37	13	0
38	10	1
38	16	1
38	46	0
38	27	1
38	2	1
38	30	0
38	47	0
38	40	0
38	34	0
38	32	0
39	7	0
39	19	0
39	24	1
39	47	0
39	4	0
39	25	0
39	49	1
39	26	0
39	12	0
39	8	0
25	7	0
5	19	0
14	19	1
28	19	1
30	19	0
2	24	1
6	24	1
27	24	0
31	24	0
34	24	0
12	47	1
19	47	0
30	47	1
31	47	0
33	47	0
0	4	0
15	4	0
22	4	0
37	4	0
0	25	0
38	25	0
0	49	0
25	49	1
8	26	0
16	26	1
32	26	1
6	12	1
11	12	1
14	12	1
20	12	0
23	12	0
31	12	1
33	12	1
37	12	0
25	8	0
27	8	1
7	41	1
11	41	0
36	41	0
37	41	0
21	1	1
22	1	0
29	1	0
31	1	1
38	1	1
5	3	1
36	3	1
38	3	1
5	23	0
19	23	1
37	23	0
38	23	0
9	18	1
31	18	0
34	18	0
25	48	0
30	48	1
31	48	1
33	48	0
25	10	0
36	10	1
4	6	0
16	6	1
7	0	0
28	0	0
30	0	1
33	0	1
16	27	0
23	27	1
27	27	0
30	27	1
4	42	0
27	42	1
7	11	1
22	11	0
4	5	0
5	5	1
27	5	1
28	5	1
31	5	1
36	5	1
6	13	0
12	13	0
21	13	1
24	13	0
29	13	0
9	9	0
11	9	1
21	9	0
24	9	0
29	9	0
35	9	1
32	45	1
2	16	1
10	16	1
19	16	0
33	16	1
34	16	1
36	16	1
37	22	1
2	17	0
19	17	1
38	17	0
6	31	1
15	31	1
7	15	0
21	15	1
2	29	0
5	29	1
6	29	1
7	29	1
8	29	0
20	43	0
11	32	0
29	32	1
20	46	0
34	46	0
35	46	0
37	46	1
6	28	1
0	20	0
27	20	0
31	20	0
37	20	0
13	21	1
25	21	1
30	21	1
0	33	1
4	33	1
14	33	0
20	33	0
11	39	0
31	39	1
0	2	1
5	2	1
11	2	1
15	2	0
33	2	0
2	38	0
8	38	1
15	38	1
6	40	1
33	40	1
39	40	0
8	34	0
19	34	0
32	34	0
33	34	0
39	34	1
5	30	0
11	30	0
27	30	1
34	30	0
6	36	0
10	36	1
37	36	1
4	14	0
13	14	0
25	37	1
33	37	0
38	44	1
